scenario      Ne              t             Na           µmic_1        pmic_1        snimic_1    
   1           4521           6540           6015       9.186e-4       2.655e-1       2.934e-8
   1           5170          14177           3636       9.146e-4       2.727e-1       2.443e-8
   1           5894          14806           6559       4.515e-4       2.924e-1       3.101e-8
   1           5071          10491           1400       5.881e-4       2.423e-1       2.890e-8
   1           6544          10329           2977       3.091e-4       3.000e-1       3.948e-8
   1           3077          11720           7688       5.308e-4       2.760e-1       9.798e-6
   1           5155          11960           4466       6.261e-4       2.661e-1       3.171e-8
   1           3093          13846           7426       9.193e-4       3.000e-1       1.250e-7
   1           4709          10084           9595       9.089e-4       2.452e-1       4.047e-6
   1           2837          10678           5249       7.868e-4       2.421e-1       1.496e-6
   1           2405           8240           4311       8.675e-4       2.225e-1       2.277e-6
   1           3718           9162           5054       4.046e-4       3.000e-1       1.000e-5
   1           3013          11761           8122       5.325e-4       2.942e-1       7.005e-7
   1           3582           9198          15554       8.558e-4       2.233e-1       8.573e-6
   1           2352          11557           1661       9.457e-4       1.924e-1       1.907e-7
   1           4222           6386          10978       6.916e-4       2.298e-1       8.128e-6
