scenario      Ne              t             Na           µmic_1        pmic_1        snimic_1    
   1           3015          12649           5139       3.490e-4       2.614e-1       1.141e-6
   1           4018          19257           8306       4.671e-4       3.000e-1       6.857e-6
   1           4561          13863           7305       6.225e-4       2.186e-1       6.117e-6
   1           3710          16386           5559       6.909e-4       2.977e-1       6.864e-8
   1           4808          10503          11391       5.866e-4       3.000e-1       6.051e-8
   1           3139           7643          13684       5.389e-4       2.196e-1       1.000e-5
   1           4890           9288           5245       7.286e-4       2.814e-1       9.575e-7
   1           3649          18843           9468       8.445e-4       2.789e-1       5.150e-6
   1           5267          15285           1421       4.278e-4       2.953e-1       6.460e-8
   1           4876          12855           6408       4.592e-4       2.997e-1       1.373e-6
   1           4440          13469           7522       4.497e-4       2.202e-1       8.242e-6
   1           3948           8347            353       4.347e-4       2.902e-1       9.442e-7
   1           4789          11296           6711       2.941e-4       2.814e-1       5.125e-7
   1           5057          18676           8766       5.170e-4       1.599e-1       4.172e-6
   1           3014          14114          16405       6.291e-4       2.324e-1       2.047e-7
   1           3721          12445            940       4.830e-4       2.926e-1       1.039e-7
   1           5133          16678           3898       3.054e-4       2.290e-1       9.189e-6
   1           2141           9587           8600       6.970e-4       1.946e-1       9.281e-6
   1           3560          12997          11809       8.689e-4       2.749e-1       1.719e-6
   1           3244           6869           1054       5.448e-4       2.503e-1       3.564e-7
   1           2697           6445           3364       8.509e-4       2.184e-1       1.999e-7
   1           3491          18014           6880       3.166e-4       2.800e-1       9.307e-6
   1           6571          14862           8716       1.426e-4       2.853e-1       9.746e-7
   1           2988          10104          13882       8.750e-4       2.991e-1       2.071e-6
   1           2189          12083           5731       2.563e-4       2.524e-1       3.121e-6
   1           5566          12105           6670       3.069e-4       2.983e-1       7.796e-6
   1           5629          10556           7652       4.530e-4       1.505e-1       8.807e-6
   1           3913          14762           9117       2.394e-4       2.613e-1       4.192e-6
   1           3389          17593           2588       5.674e-4       2.091e-1       5.482e-6
   1           5712           7299            971       1.491e-4       2.934e-1       5.239e-6
   1           5667          16633           1338       3.641e-4       2.954e-1       3.321e-6
   1           3793          17894            974       3.102e-4       2.747e-1       6.846e-6
   1           4321          16365           6130       2.840e-4       1.175e-1       9.197e-6
   1           4181           8070           9985       8.892e-4       2.361e-1       1.524e-6
   1           5050           7940          12015       3.158e-4       1.616e-1       6.104e-6
   1           3818          11576           5811       6.294e-4       2.547e-1       6.287e-6
   1           4823          16160           4919       2.706e-4       2.916e-1       1.384e-6
