1	8	282	3
Cac03
Tmac06
Cac14
Cac18
Cyne20
Soc418
Soc423
Soc609
1	174176	136136	166168	245251	270270	250250	166166	255255
1	182192	134134	166166	241251	266270	251251	166166	255261
1	168176	134134	166168	249251	270270	250251	166166	255261
1	176178	134134	168170	237237	270270	250250	166166	255257
1	178192	136136	158166	237247	270270	251252	168168	259261
1	178192	134136	158164	237249	270270	251251	166168	255257
1	168176	134136	130168	249249	270270	250252	166166	257257
1	176178	134136	166166	241249	270274	250250	166166	255257
1	174176	134134	154166	241251	266270	250251	166168	255259
1	190192	134134	164164	237247	270270	250251	166166	257261
1	188190	134136	166168	237247	262270	250250	166166	253255
1	174176	134136	156166	247255	270270	250251	166166	255261
1	174174	134134	164170	239251	270270	250250	166168	249257
1	172182	134138	164166	237249	266270	246250	166168	255255
1	174176	134136	164166	249251	266270	251252	166166	255257
1	178188	134138	152166	237243	270270	250252	166168	249253
1	178178	134134	166168	237255	270274	251251	166166	253257
1	176178	132134	168168	245251	270270	242250	166168	255255
1	174184	134134	166166	237237	270270	252252	166166	251257
1	178178	134136	164164	245247	266270	251252	166166	259259
1	184194	134136	164180	241241	270274	251251	166166	255257
1	176178	134134	162162	241241	270270	252254	166166	257261
1	176176	134134	162166	243251	270270	250251	166166	255257
1	172180	134136	156166	241243	270270	251252	166166	257259
1	178190	134134	162166	241255	270270	251251	166168	255263
1	176190	132134	160166	241241	270270	251252	168168	259265
1	174180	134134	166172	241251	270270	250251	166168	255255
1	174176	134134	158162	249249	270270	251252	166166	255261
1	176178	134134	166168	249249	266270	251252	166168	255257
1	176190	134136	160164	241249	266270	250251	166166	249257
1	174174	134134	156162	247251	274274	250252	166166	249255
1	176186	134134	166168	241255	270270	250251	166168	255257
1	172176	134134	154168	237237	270270	250252	166168	257261
1	178192	134136	166168	237249	262270	250252	166166	255255
1	178178	134136	162170	237239	270270	251251	166168	255257
1	178198	132134	156168	237255	262270	250251	166168	251267
1	174174	134136	152168	241251	242270	246251	166168	255257
1	174188	134136	130152	245249	262270	250251	166166	249259
1	174196	134136	164180	237241	270270	250251	166166	253257
