State	Muts	LogL	Ne_Mean	Ne_SD	Na_Mean	Na_SD	Mu_Mean	Mu_SD	t_Mean	t_SD
8702	0.087912	-4691.226115	3.873462	0.924455	4.409806	0.273776	-3.657728	0.120708	4.77515	1.059958
8703	0.140187	-4681.657393	2.297441	0.863697	2.833786	0.27361	-2.081707	0.178683	3.199129	0.974025
8704	0.019231	-5091.018877	3.185517	0.863697	3.780802	0.294319	-3.028723	0.178683	4.087204	0.974025
8705	0.083333	-5177.996177	2.670276	0.872788	3.265561	0.294319	-2.546193	0.137335	3.571963	0.973627
8706	0.1	-5356.225827	2.816926	0.872788	3.412211	0.336298	-2.692844	0.058092	3.718614	0.949031
8707	0.127451	-5589.58133	2.497649	0.872788	3.092934	0.306167	-2.373567	0.099756	3.399337	0.949031
8708	0.142857	-5421.797162	4.291039	0.872788	4.90041	0.328964	-4.168556	0.040535	5.194326	0.949031
8709	0.110169	-5495.068125	4.227572	0.892504	4.887149	0.310516	-4.105089	0.034313	5.130859	0.987815
8710	0.107527	-5126.567266	3.049309	0.892504	3.708885	0.254757	-2.895511	0.070414	3.952596	0.987815
8711	0.128	-5068.936568	3.48923	0.892504	4.204501	0.276922	-3.335433	0.04711	4.392517	0.990563
8712	0.166667	-5072.730624	4.406859	0.773149	5.12213	0.241204	-4.253062	0.024371	5.310146	1.006366
8713	0.144928	-5245.238281	5.10002	0.769974	5.815291	0.256613	-4.946223	0.053223	6.003307	1.006366
8714	0.091954	-5467.721309	4.165761	0.819837	4.929578	0.283036	-4.011964	0.090079	5.069048	1.006366
8715	0.07	-5330.381427	4.474681	0.855882	5.238498	0.261334	-4.320884	0.080524	5.377968	1.006366
8716	0.076923	-5016.578723	3.310047	0.855882	4.073864	0.261334	-3.15625	0.126918	4.213334	1.006366
8717	0.096386	-5011.708887	2.465022	0.903861	3.297644	0.317638	-2.311225	0.161964	3.368309	0.990216
8718	0.077778	-5414.84029	1.06337	0.885135	1.895992	0.32356	-0.909573	0.082859	1.966658	0.971435
8719	0.089109	-5394.475783	2.548906	0.857555	3.381527	0.330887	-2.395108	0.151048	3.452193	0.961806
8720	0.099099	-5249.739177	3.778706	0.857555	4.611328	0.303077	-3.624909	0.181475	4.681994	0.961806
8721	0.054945	-5214.271869	3.431281	0.857555	4.288633	0.242216	-3.302214	0.227887	4.334568	0.963738
8722	0.048193	-5335.852025	3.935791	0.857555	4.793143	0.236754	-3.806724	0.241733	4.839079	0.967619
8723	0.057692	-5538.523463	2.952857	0.975186	3.810209	0.264484	-2.82379	0.266893	3.856144	0.967619
8724	0.055556	-5230.617134	3.489249	0.975186	4.346601	0.222477	-3.360182	0.266893	4.392536	0.974446
8725	0.039604	-4947.653856	4.048853	0.990459	4.906205	0.269754	-3.93882	0.261064	4.971174	0.974446
8726	0.067308	-5105.986806	2.765307	0.990459	3.622659	0.286193	-2.655274	0.241261	3.687628	0.974446
8727	0.074074	-4975.523456	3.224631	0.990459	4.081983	0.21233	-3.121851	0.241261	4.066687	0.969589
