State	Muts	LogL	Ne_Mean	Ne_SD	Na_Mean	Na_SD	Mu_Mean	Mu_SD	t_Mean	t_SD
2391	0.392857	-4147.783323	2.693702	0.605616	4.354891	0.355149	-2.817841	0.153447	3.988458	0.074782
2392	0.302326	-4035.805578	1.827824	0.565415	3.489013	0.475059	-1.951963	0.189975	3.12258	0.198385
2393	0.2	-4151.663234	1.855119	0.535598	3.516308	0.428507	-1.979258	0.212158	3.149875	0.351301
2394	0.241758	-4122.756877	2.649751	0.61092	4.269967	0.336088	-2.811572	0.214164	3.9677	0.179508
2395	0.303371	-4075.935179	2.312547	0.497692	3.932763	0.369727	-2.448063	0.186331	3.604191	0.138441
2396	0.347368	-4033.534752	3.615893	0.459159	5.236109	0.233875	-3.754994	0.078691	4.907538	0.307305
2397	0.305263	-4070.032174	3.660981	0.459159	5.23419	0.338735	-3.800081	0.153266	4.952625	0.138126
2398	0.264151	-4287.559652	3.101572	0.391072	4.648071	0.237587	-3.240672	0.073547	4.404794	0.23628
2399	0.393258	-3714.892486	4.965283	0.546416	6.625468	0.730377	-5.104383	0.118635	6.363242	0.268022
2400	0.252525	-4031.624227	4.539789	0.497809	6.1952	0.457221	-4.674115	0.180755	5.937749	0.098105
2401	0.212121	-4033.280674	3.101924	0.459255	4.693173	0.642232	-3.172088	0.188359	4.435721	0.17627
2402	0.343137	-4021.72181	2.371758	0.415053	3.949138	0.478287	-2.428053	0.19881	3.711399	0.257961
2403	0.356322	-3650.610258	3.400455	0.386367	4.978793	0.728934	-3.39801	0.132151	4.740096	0.157415
2404	0.363636	-3775.585833	3.919507	0.297766	5.475018	0.660396	-3.894235	0.170177	5.259149	0.196065
2405	0.247059	-3808.875794	3.285443	0.342836	4.840953	0.63819	-3.26017	0.106904	4.625084	0.072039
2406	0.326087	-4093.16797	2.604097	0.343857	4.159608	0.643471	-2.578825	0.037779	3.943739	0.103767
2407	0.378641	-3975.777378	4.651759	0.398438	6.136786	0.558477	-4.626487	0.022114	5.991401	0.180969
2408	0.431579	-4009.381032	2.158551	0.367742	3.639136	0.511674	-2.128837	0.012175	3.574401	0.083426
2409	0.455357	-4148.79022	3.459813	0.418595	4.988131	0.299435	-3.477832	0.048282	4.923396	0.149596
2410	0.363636	-3708.22966	2.12979	0.345977	3.757812	0.640853	-2.067564	0.032748	3.593374	0.161628
2411	0.290698	-3609.208283	3.124771	0.383019	4.375917	0.447625	-3.062544	0.04787	4.588354	0.389517
2412	0.367925	-3595.459437	3.136303	0.390337	4.387449	0.690002	-3.033488	0.012405	4.599886	0.766041
2413	0.343434	-3552.5937	2.151815	0.390337	3.398795	0.550682	-2.049	0.011197	3.615398	0.591743
2414	0.352941	-3662.495484	2.13626	0.309777	3.486951	0.446696	-2.026592	0.012235	3.423238	0.527429
2415	0.419048	-3840.748783	2.149797	0.307228	3.321741	0.403565	-2.04013	0.015984	3.436775	0.734562
2416	0.401869	-3728.548353	3.74288	0.396996	4.914823	0.049259	-3.633212	0.01074	5.029858	0.125184
2417	0.392857	-3761.250502	4.568524	0.363678	5.841963	0.039666	-4.458857	0.04537	5.855502	0.236981
2418	0.380952	-3633.347149	3.286276	0.43743	4.559715	0.043034	-3.176609	0.021854	4.573254	0.333622
2419	0.396226	-3702.676002	2.824243	0.43743	4.097683	0.116777	-2.714576	0.039755	4.111221	0.193496
2420	0.533333	-4162.931972	4.228201	0.448964	5.516443	0.02548	-4.188173	0.0572	5.515179	0.340938
