01_Curvina_NoNulls <NM=1.0NF>
Cac03
Tmac06
Cac14
Cac18
Cyne20
Soc418
Soc423
Soc609
Pop
Co09-SF302 ,  176190 134134 158168 237241 270274 250251 166168 255259
Co09-SF303 ,  174188 134134 166168 241247 270270 251251 166168 259261
Co09-SF304 ,  176180 134136 156168 241241 270270 251251 166166 253255
Co09-SF307 ,  174178 134136 164166 249253 270270 250251 166168 255257
Co09-SF308 ,  176190 134134 154168 253263 270270 250252 166168 255257
Co09-SF309 ,  174214 134134 160170 237249 270278 250251 166166 255257
Co09-SF310 ,  176188 134134 162168 241247 270270 250251 166168 253255
Co09-SF311 ,  172178 134134 164174 241241 270270 250251 166166 255257
Co09-SF324 ,  174176 134138 150156 237249 270270 250251 166166 257257
Co09-SF328 ,  176180 134134 164166 237237 266270 250252 166166 255255
Co09-SF331 ,  190192 134138 138168 239241 270270 250251 166168 255259
Co09-SF335 ,  174188 134136 156162 237255 270270 251252 166168 257263
Co09-SF341 ,  172178 134134 146184 237241 270270 250250 166166 247249
Co09-SF349 ,  176176 134134 164168 237247 262270 251251 166166 257257
Co10-SF50 ,  174176 134134 152170 237237 266270 250251 166166 257257
Co13-2082 ,  174184 134134 168168 237247 270274 250251 166166 255255
Co13-2084 ,  176178 134134 154162 237241 270270 246250 166166 257257
Co13-2085 ,  188190 134134 166170 247253 270270 252252 166166 249255
Co13-2086 ,  176178 134134 166170 249261 270270 250252 166166 255255
Co13-2087 ,  174178 134136 156164 249251 270270 250251 168168 241257
Co13-2092 ,  176176 134134 158166 241253 270270 251251 166166 257259
Co13-2093 ,  174176 136136 130166 237253 270274 250251 166166 255255
Co13-2097 ,  178192 134136 162168 237243 270270 250251 168168 257263
Co13-2098 ,  174174 134134 158166 251253 270270 251251 166166 255261
Co13-2099 ,  174176 134134 166166 237251 270270 251254 166166 251257
Co13-2100 ,  180204 134134 166182 237237 270270 250251 166166 255259
Co13-2101 ,  194194 134134 146166 237241 270270 251252 166166 257259
Co13-2102 ,  174176 134134 164166 247249 270270 250250 166166 255255
Co13-2103 ,  176184 134134 166168 241251 270270 250250 168168 257261
Co13-2104 ,  178178 136136 166166 249265 270274 250250 166168 255255
Co13-2105 ,  178188 132134 164170 249251 270270 250252 166166 255261
Co13-2106 ,  174184 134136 166168 249251 270270 251252 166166 253267
Co13-2107 ,  176188 134134 166166 247249 266270 246250 166166 255255
Co13-2108 ,  176178 134134 152166 237241 270270 251251 168168 255259
Co13-2109 ,  174176 134138 162166 239249 270270 250250 166168 257261
Co13-2110 ,  178188 134134 162166 237249 270270 251252 166168 249261
Co13-2111 ,  180188 134134 166168 249251 270270 250250 166166 251257
Co13-2112 ,  178196 134134 166170 237251 270270 250250 166166 253255
Co13-2114 ,  174178 134136 162166 239241 270274 250251 166168 257259
Co13-2115 ,  188192 134136 164164 237247 270270 250251 166166 255255
Co13-2116 ,  174176 134136 154162 245247 268274 250250 166166 255259
Co13-2117 ,  192206 134134 156170 237243 270270 250251 166166 249255
Co13-2119 ,  194198 134134 164166 247247 270270 251251 166168 249255
Co13-2120 ,  174176 134142 162166 243247 266270 250251 166168 257261
Co13-2121 ,  176192 136138 164168 237247 270270 250250 166166 253257
Co13-2122 ,  176176 134136 170170 237245 270270 246251 166166 255259
Co13-2123 ,  178178 134134 164168 237247 266270 250250 166166 251255
Co13-2124 ,  176194 134136 164168 237241 270270 250251 166166 255255
Co13-2125 ,  178190 134134 166168 241249 270270 250251 168168 255257
Co13-2126 ,  174190 136136 164170 241249 266270 250251 166168 255259
Co13-2127 ,  174188 134134 166168 251251 266270 251251 166168 255255
Co13-2128 ,  176178 134134 154166 237247 270274 251252 166166 255255
Co13-2129 ,  186188 134134 150164 239247 270270 250251 166166 255255
Co13-2130 ,  174178 134136 154156 239241 274274 250251 166166 253261
Co13-2131 ,  176178 134134 156168 237251 270270 250251 166166 257261
Co13-2132 ,  174174 134136 166172 237247 264270 250250 166166 255255
Co13-2133 ,  178180 134136 168168 247247 262270 251251 166168 251261
Co13-2134 ,  174176 134136 144152 237251 270270 250251 166168 255257
Co13-2135 ,  174178 134134 166168 249251 270270 250251 166166 249261
Co13-2136 ,  174180 134134 166180 237241 270270 250250 166166 255257
Co13-2137 ,  176190 134136 164166 241241 270270 250251 166168 251255
Co13-2139 ,  174200 134134 166168 237237 270274 250252 166166 255261
Co13-2140 ,  178178 136136 164166 249251 270270 251251 166166 249255
Co13-2141 ,  184190 134134 130168 241251 270270 246252 166166 265267
Co13-2142 ,  176188 134134 168168 237265 262270 250250 166166 255261
Co13-2143 ,  176182 134136 168168 241263 262270 251251 166168 249257
Co13-2144 ,  174176 134136 156168 237249 262270 250250 166168 255257
Co13-2145 ,  176182 134136 162170 237239 270270 250251 166166 255257
Co13-2146 ,  174176 134134 156166 237255 270274 250251 166168 249255
Co13-2147 ,  174178 136142 166176 241249 270274 250250 166166 249249
Co13-2149 ,  176188 134136 166166 237243 270270 250250 166166 255267
Co13-2150 ,  178188 134134 152152 237247 270270 251252 166166 253267
Co13-2184 ,  178188 134134 164168 251251 270270 250251 166166 255255
Co13-Tg1 ,  176190 136136 152166 241245 262270 250250 166166 255257
Co17-01 ,  178184 134138 166168 237241 270274 252252 166168 253257
Co17-02 ,  176192 134134 160160 241247 270270 250251 166166 253253
Co17-03 ,  194198 132134 168170 237249 270270 250250 166168 255259
Co17-04 ,  172176 134134 166166 243247 270270 250250 166168 251255
Co17-05 ,  176192 134134 166166 237241 266270 246250 166168 261265
Co17-06 ,  180190 134136 166170 239243 270270 246251 166166 255257
Co17-07 ,  176186 134136 166166 237237 270270 251252 166166 253259
Co17-08 ,  174192 134134 154170 247259 266274 250251 166166 255265
Co17-09 ,  178184 134134 150156 237241 270270 250250 166168 255257
Co17-10 ,  178188 134134 154168 239241 270274 250250 166166 257261
Co17-11 ,  192192 134136 154166 241249 270270 250252 166168 241259
Co17-12 ,  174178 134138 166166 237237 270270 250252 166166 255257
Co17-13 ,  174178 134134 152170 241247 270270 242251 166166 255257
Co17-14 ,  174192 134134 166166 237239 270270 250252 166166 255257
Co17-15 ,  168176 134136 166172 237241 262270 250252 166166 253255
Co17-16 ,  174174 134134 172172 241247 270274 251251 166166 255255
Co17-17 ,  178182 134136 152166 249249 262270 250250 168168 253255
Co17-18 ,  172176 134134 166166 241249 266270 246251 166168 261261
Co17-19 ,  172180 134134 166166 237241 270270 250251 166168 253255
Co17-20 ,  192200 134134 164166 237255 270270 250252 166166 257257
Co17-21 ,  178196 134136 152168 237237 270270 250252 166166 255261
Co17-22 ,  174198 134138 166168 237243 270270 250250 166168 257261
Co17-23 ,  174176 134134 156166 241247 270270 250250 166166 253255
Co17-24 ,  176186 132136 166168 237247 270270 250254 166166 255255
Co17-25 ,  176184 134136 166184 241247 270270 250251 166168 259261
Co17-26 ,  178204 130134 168168 241251 270270 250251 166166 253261
Co17-27 ,  168176 134136 166174 237249 270270 250252 166168 255259
Co17-28 ,  174178 134136 164166 237251 270274 250252 166168 255255
Co17-29 ,  176178 136138 158166 241247 266270 250251 166168 253257
Co17-30 ,  176178 134134 162162 243251 270270 250250 166168 255255
Co17-31 ,  178200 134136 164168 237241 270270 251252 168168 255257
Co17-32 ,  174176 136136 166168 245251 270270 250250 166166 255255
Co17-34 ,  182192 134134 166166 241251 266270 251251 166166 255261
Co17-35 ,  168176 134134 166168 249251 270270 250251 166166 255261
Co17-36 ,  176178 134134 168170 237237 270270 250250 166166 255257
Co17-37 ,  178192 136136 158166 237247 270270 251252 168168 259261
Co17-38 ,  178192 134136 158164 237249 270270 251251 166168 255257
Co17-39 ,  168176 134136 130168 249249 270270 250252 166166 257257
Co17-40 ,  176178 134136 166166 241249 270274 250250 166166 255257
Co17-41 ,  174176 134134 154166 241251 266270 250251 166168 255259
Co17-43 ,  190192 134134 164164 237247 270270 250251 166166 257261
Co17-46 ,  188190 134136 166168 237247 262270 250250 166166 253255
Co17-47 ,  174176 134136 156166 247255 270270 250251 166166 255261
Co17-48 ,  174174 134134 164170 239251 270270 250250 166168 249257
Co17-49 ,  172182 134138 164166 237249 266270 246250 166168 255255
Co17-50 ,  174176 134136 164166 249251 266270 251252 166166 255257
Co17-51 ,  178188 134138 152166 237243 270270 250252 166168 249253
Co17-52 ,  178178 134134 166168 237255 270274 251251 166166 253257
Co17-53 ,  176178 132134 168168 245251 270270 242250 166168 255255
Co17-54 ,  174184 134134 166166 237237 270270 252252 166166 251257
Co17-55 ,  178178 134136 164164 245247 266270 251252 166166 259259
Co17-56 ,  184194 134136 164180 241241 270274 251251 166166 255257
Co17-57 ,  176178 134134 162162 241241 270270 252254 166166 257261
Co17-58 ,  176176 134134 162166 243251 270270 250251 166166 255257
Co17-60 ,  172180 134136 156166 241243 270270 251252 166166 257259
Co17-62 ,  178190 134134 162166 241255 270270 251251 166168 255263
Co17-65 ,  176190 132134 160166 241241 270270 251252 168168 259265
Co17-67 ,  174180 134134 166172 241251 270270 250251 166168 255255
Co17-68 ,  174176 134134 158162 249249 270270 251252 166166 255261
Co17-69 ,  176178 134134 166168 249249 266270 251252 166168 255257
Co17-70 ,  176190 134136 160164 241249 266270 250251 166166 249257
Co17-73 ,  174174 134134 156162 247251 274274 250252 166166 249255
Co17-74 ,  176186 134134 166168 241255 270270 250251 166168 255257
Co17-75 ,  172176 134134 154168 237237 270270 250252 166168 257261
Co17-76 ,  178192 134136 166168 237249 262270 250252 166166 255255
Co17-77 ,  178178 134136 162170 237239 270270 251251 166168 255257
Co17-78 ,  178198 132134 156168 237255 262270 250251 166168 251267
Co17-79 ,  174174 134136 152168 241251 242270 246251 166168 255257
Co17-80 ,  174188 134136 130152 245249 262270 250251 166166 249259
Co17-82 ,  174196 134136 164180 237241 270270 250251 166166 253257  
